account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
1011.0,2015-07-27 00:00:00,324.0,26.0,20.0,370.0,1616.76,194.74,162.4,1973.9
1011.0,2015-08-25 00:00:00,282.0,19.0,12.0,313.0,1407.18,142.31,97.44,1646.93
1011.0,2015-09-24 00:00:00,348.0,20.0,50.0,418.0,1736.52,149.8,406.0,2292.32
1011.0,2015-10-24 00:00:00,412.0,21.0,5.0,438.0,2055.88,157.29,40.6,2253.77
1011.0,2015-11-23 00:00:00,292.0,36.0,86.0,414.0,1457.08,269.64,698.32,2425.04
1011.0,2015-12-22 00:00:00,288.0,30.0,5.0,323.0,1437.12,224.7,40.6,1702.42
1011.0,2016-01-20 00:00:00,296.0,31.0,26.0,353.0,1477.04,232.19,211.12,1920.35
1011.0,2016-02-18 00:00:00,302.0,44.0,0.0,346.0,1506.98,329.56,0.0,1836.54
1011.0,2016-03-19 00:00:00,280.0,40.0,45.0,365.0,1397.2,299.6,365.4,2062.2
1011.0,2016-04-17 00:00:00,350.0,13.0,31.0,394.0,1746.5,97.37,251.72,2095.59
1011.0,2016-05-17 00:00:00,304.0,0.0,14.0,318.0,1516.96,0.0,113.68,1630.64
1011.0,2016-06-16 00:00:00,289.0,31.0,20.0,340.0,1442.11,232.19,162.4,1836.7
1011.0,2016-07-16 00:00:00,300.0,33.0,17.0,350.0,1497.0,247.17,138.04,1882.21
1011.0,2016-08-15 00:00:00,300.0,194.0,17.0,511.0,1497.0,1453.06,138.04,3088.1
1011.0,2016-09-14 00:00:00,232.0,30.0,27.0,289.0,1157.68,224.7,219.24,1601.62
1011.0,2016-10-13 00:00:00,273.0,21.0,24.0,318.0,1362.27,157.29,194.88,1714.44
1011.0,2016-11-12 00:00:00,296.0,20.0,17.0,333.0,1477.04,149.8,138.04,1764.88
1011.0,2016-12-12 00:00:00,302.0,45.0,0.0,347.0,1506.98,337.05,0.0,1844.03
1021.0,2014-12-17 00:00:00,84.0,43.0,0.0,127.0,419.16,322.07,0.0,741.23
1021.0,2015-01-16 00:00:00,88.0,40.0,22.0,150.0,439.12,299.6,178.64,917.36
1021.0,2015-02-15 00:00:00,100.0,0.0,19.0,119.0,499.0,0.0,154.28,653.28
1021.0,2015-03-17 00:00:00,78.0,24.0,157.0,259.0,389.22,179.76,1274.84,1843.82
1021.0,2015-04-15 00:00:00,111.0,0.0,35.0,146.0,553.89,0.0,284.2,838.09
1021.0,2015-05-15 00:00:00,101.0,31.0,17.0,149.0,503.99,232.19,138.04,874.22
1021.0,2015-06-13 00:00:00,93.0,0.0,28.0,121.0,464.07,0.0,227.36,691.43
1021.0,2015-07-13 00:00:00,102.0,21.0,453.0,576.0,508.98,157.29,3678.36,4344.63
1021.0,2015-08-12 00:00:00,90.0,17.0,38.0,145.0,449.1,127.33,308.56,884.99
1021.0,2015-09-10 00:00:00,71.0,65.0,44.0,180.0,354.29,486.85,357.28,1198.42
1021.0,2015-10-09 00:00:00,98.0,0.0,25.0,123.0,489.02,0.0,203.0,692.02
1021.0,2015-11-07 00:00:00,104.0,93.0,32.0,229.0,518.96,696.57,259.84,1475.37
1021.0,2015-12-07 00:00:00,0.0,24.0,42.0,66.0,0.0,179.76,341.04,520.8
1031.0,2016-09-30 00:00:00,275.0,0.0,10.0,285.0,1372.25,0.0,81.2,1453.45
1031.0,2016-10-30 00:00:00,304.0,71.0,19.0,394.0,1516.96,531.79,154.28,2203.03
1031.0,2016-11-28 00:00:00,306.0,7.0,0.0,313.0,1526.94,52.43,0.0,1579.37
1031.0,2016-12-28 00:00:00,296.0,54.0,186.0,536.0,1477.04,404.46,1510.32,3391.82
1041.0,2014-12-19 00:00:00,88.0,0.0,20.0,108.0,439.12,0.0,162.4,601.52
1041.0,2015-01-17 00:00:00,92.0,20.0,24.0,136.0,459.08,149.8,194.88,803.76
1041.0,2015-02-16 00:00:00,30.0,24.0,17.0,71.0,149.7,179.76,138.04,467.5
1041.0,2015-04-17 00:00:00,118.0,18.0,35.0,171.0,588.82,134.82,284.2,1007.84
1041.0,2015-05-16 00:00:00,50.0,0.0,193.0,243.0,249.5,0.0,1567.16,1816.66
1041.0,2015-06-14 00:00:00,23.0,35.0,0.0,58.0,114.77,262.15,0.0,376.92
1041.0,2015-07-13 00:00:00,103.0,27.0,68.0,198.0,513.97,202.23,552.16,1268.36
1041.0,2015-08-12 00:00:00,116.0,24.0,21.0,161.0,578.84,179.76,170.52,929.12
1041.0,2015-09-11 00:00:00,0.0,22.0,30.0,52.0,0.0,164.78,243.6,408.38
1041.0,2015-10-11 00:00:00,84.0,44.0,39.0,167.0,419.16,329.56,316.68,1065.4
1041.0,2015-11-09 00:00:00,261.0,19.0,49.0,329.0,1302.39,142.31,397.88,1842.58
1041.0,2015-12-09 00:00:00,106.0,44.0,22.0,172.0,528.94,329.56,178.64,1037.14
1041.0,2016-01-08 00:00:00,79.0,25.0,876.0,980.0,394.21,187.25,7113.12,7694.58
1041.0,2016-03-07 00:00:00,115.0,23.0,49.0,187.0,573.85,172.27,397.88,1144.0
1041.0,2016-04-05 00:00:00,92.0,22.0,0.0,114.0,459.08,164.78,0.0,623.86
1041.0,2016-06-03 00:00:00,96.0,4.0,37.0,137.0,479.04,29.96,300.44,809.44
1041.0,2016-07-03 00:00:00,98.0,34.0,31.0,163.0,489.02,254.66,251.72,995.4
1051.0,2015-03-14 00:00:00,98.0,98.0,0.0,196.0,489.02,734.02,0.0,1223.04
1051.0,2015-04-12 00:00:00,56.0,38.0,6.0,100.0,279.44,284.62,48.72,612.78
1051.0,2015-05-11 00:00:00,124.0,36.0,39.0,199.0,618.76,269.64,316.68,1205.08
1051.0,2015-07-09 00:00:00,101.0,57.0,2.0,160.0,503.99,426.93,16.24,947.16
1051.0,2015-09-07 00:00:00,96.0,26.0,20.0,142.0,479.04,194.74,162.4,836.18
1051.0,2015-10-07 00:00:00,92.0,41.0,44.0,177.0,459.08,307.09,357.28,1123.45
1051.0,2015-11-05 00:00:00,97.0,40.0,36.0,173.0,484.03,299.6,292.32,1075.95
1051.0,2015-12-05 00:00:00,86.0,80.0,110.0,276.0,429.14,599.2,893.2,1921.54
1051.0,2016-01-04 00:00:00,66.0,0.0,64.0,130.0,329.34,0.0,519.68,849.02
1051.0,2016-02-03 00:00:00,107.0,26.0,0.0,133.0,533.93,194.74,0.0,728.67
1051.0,2016-03-03 00:00:00,134.0,44.0,34.0,212.0,668.66,329.56,276.08,1274.3
1051.0,2016-04-02 00:00:00,97.0,28.0,13.0,138.0,484.03,209.72,105.56,799.31
1051.0,2016-05-01 00:00:00,84.0,14.0,28.0,126.0,419.16,104.86,227.36,751.38
1051.0,2016-05-31 00:00:00,0.0,21.0,10.0,31.0,0.0,157.29,81.2,238.49
1051.0,2016-06-30 00:00:00,88.0,16.0,18.0,122.0,439.12,119.84,146.16,705.12
1051.0,2016-07-29 00:00:00,93.0,30.0,16.0,139.0,464.07,224.7,129.92,818.69
1051.0,2016-08-28 00:00:00,2.0,0.0,39.0,41.0,9.98,0.0,316.68,326.66
1051.0,2016-09-27 00:00:00,86.0,0.0,40.0,126.0,429.14,0.0,324.8,753.94
1051.0,2016-11-26 00:00:00,96.0,25.0,39.0,160.0,479.04,187.25,316.68,982.97
1051.0,2016-12-26 00:00:00,96.0,28.0,16.0,140.0,479.04,209.72,129.92,818.68
1061.0,2014-12-11 00:00:00,146.0,12.0,18.0,176.0,728.54,89.88,146.16,964.58
1061.0,2015-01-10 00:00:00,152.0,26.0,17.0,195.0,758.48,194.74,138.04,1091.26
1061.0,2015-02-08 00:00:00,145.0,6.0,61.0,212.0,723.55,44.94,495.32,1263.81
1061.0,2015-03-10 00:00:00,147.0,14.0,27.0,188.0,733.53,104.86,219.24,1057.63
1061.0,2015-04-08 00:00:00,152.0,14.0,0.0,166.0,758.48,104.86,0.0,863.34
1061.0,2015-05-07 00:00:00,115.0,98.0,28.0,241.0,573.85,734.02,227.36,1535.23
1061.0,2015-06-05 00:00:00,138.0,101.0,0.0,239.0,688.62,756.49,0.0,1445.11
1061.0,2015-07-05 00:00:00,0.0,7.0,30.0,37.0,0.0,52.43,243.6,296.03
1061.0,2015-08-04 00:00:00,171.0,10.0,5.0,186.0,853.29,74.9,40.6,968.79
1061.0,2015-09-02 00:00:00,149.0,9.0,0.0,158.0,743.51,67.41,0.0,810.92
1061.0,2015-10-02 00:00:00,145.0,11.0,12.0,168.0,723.55,82.39,97.44,903.38
1061.0,2015-10-31 00:00:00,163.0,14.0,0.0,177.0,813.37,104.86,0.0,918.23
1061.0,2015-11-30 00:00:00,101.0,0.0,0.0,101.0,503.99,0.0,0.0,503.99
1061.0,2015-12-29 00:00:00,121.0,0.0,0.0,121.0,603.79,0.0,0.0,603.79
1061.0,2016-01-28 00:00:00,149.0,32.0,8.0,189.0,743.51,239.68,64.96,1048.15
1061.0,2016-02-27 00:00:00,144.0,0.0,18.0,162.0,718.56,0.0,146.16,864.72
1061.0,2016-03-27 00:00:00,139.0,0.0,26.0,165.0,693.61,0.0,211.12,904.73
1061.0,2016-04-25 00:00:00,137.0,0.0,4.0,141.0,683.63,0.0,32.48,716.11
1071.0,2014-12-10 00:00:00,305.0,97.0,27.0,429.0,1521.95,726.53,219.24,2467.72
1071.0,2015-01-09 00:00:00,300.0,18.0,73.0,391.0,1497.0,134.82,592.76,2224.58
1071.0,2015-02-08 00:00:00,317.0,43.0,0.0,360.0,1581.83,322.07,0.0,1903.9
1071.0,2015-03-09 00:00:00,309.0,53.0,0.0,362.0,1541.91,396.97,0.0,1938.88
1071.0,2015-04-08 00:00:00,294.0,9.0,16.0,319.0,1467.06,67.41,129.92,1664.39
1071.0,2015-05-07 00:00:00,309.0,1123.0,56.0,1488.0,1541.91,8411.27,454.72,10407.9
1071.0,2015-06-05 00:00:00,313.0,21.0,14.0,348.0,1561.87,157.29,113.68,1832.84
1071.0,2015-07-04 00:00:00,290.0,47.0,0.0,337.0,1447.1,352.03,0.0,1799.13
1071.0,2015-08-02 00:00:00,299.0,32.0,0.0,331.0,1492.01,239.68,0.0,1731.69
1071.0,2015-08-31 00:00:00,322.0,57.0,26.0,405.0,1606.78,426.93,211.12,2244.83
1071.0,2015-09-30 00:00:00,352.0,39.0,0.0,391.0,1756.48,292.11,0.0,2048.59
1071.0,2015-10-30 00:00:00,309.0,42.0,22.0,373.0,1541.91,314.58,178.64,2035.13
1071.0,2015-11-29 00:00:00,307.0,31.0,0.0,338.0,1531.93,232.19,0.0,1764.12
1071.0,2015-12-29 00:00:00,435.0,37.0,14.0,486.0,2170.65,277.13,113.68,2561.46
1071.0,2016-01-27 00:00:00,305.0,43.0,40.0,388.0,1521.95,322.07,324.8,2168.82
1071.0,2016-02-26 00:00:00,306.0,25.0,0.0,331.0,1526.94,187.25,0.0,1714.19
1071.0,2016-03-27 00:00:00,293.0,49.0,0.0,342.0,1462.07,367.01,0.0,1829.08
1071.0,2016-04-25 00:00:00,299.0,20.0,19.0,338.0,1492.01,149.8,154.28,1796.09
1071.0,2016-06-24 00:00:00,290.0,0.0,22.0,312.0,1447.1,0.0,178.64,1625.74
1071.0,2016-07-23 00:00:00,532.0,26.0,4.0,562.0,2654.68,194.74,32.48,2881.9
1071.0,2016-08-21 00:00:00,293.0,29.0,56.0,378.0,1462.07,217.21,454.72,2134.0
1071.0,2016-09-19 00:00:00,295.0,30.0,20.0,345.0,1472.05,224.7,162.4,1859.15
1071.0,2016-10-19 00:00:00,293.0,36.0,43.0,372.0,1462.07,269.64,349.16,2080.87
1071.0,2016-11-18 00:00:00,409.0,0.0,12.0,421.0,2040.91,0.0,97.44,2138.35
1071.0,2016-12-18 00:00:00,298.0,29.0,23.0,350.0,1487.02,217.21,186.76,1890.99
1081.0,2014-12-25 00:00:00,482.0,93.0,17.0,592.0,2405.18,696.57,138.04,3239.79
1081.0,2015-01-24 00:00:00,484.0,17.0,12.0,513.0,2415.16,127.33,97.44,2639.93
1081.0,2015-02-23 00:00:00,477.0,10.0,0.0,487.0,2380.23,74.9,0.0,2455.13
1081.0,2015-03-24 00:00:00,502.0,0.0,12.0,514.0,2504.98,0.0,97.44,2602.42
1081.0,2015-04-23 00:00:00,488.0,17.0,5.0,510.0,2435.12,127.33,40.6,2603.05
1081.0,2015-05-22 00:00:00,1449.0,7.0,6.0,1462.0,7230.51,52.43,48.72,7331.66
1081.0,2015-06-20 00:00:00,514.0,13.0,4.0,531.0,2564.86,97.37,32.48,2694.71
1081.0,2015-07-19 00:00:00,370.0,5.0,92.0,467.0,1846.3,37.45,747.04,2630.79
1081.0,2015-08-17 00:00:00,496.0,39.0,0.0,535.0,2475.04,292.11,0.0,2767.15
1081.0,2015-09-15 00:00:00,515.0,0.0,19.0,534.0,2569.85,0.0,154.28,2724.13
1081.0,2015-10-14 00:00:00,502.0,3.0,5.0,510.0,2504.98,22.47,40.6,2568.05
1081.0,2015-11-12 00:00:00,498.0,17.0,35.0,550.0,2485.02,127.33,284.2,2896.55
1081.0,2015-12-11 00:00:00,515.0,41.0,0.0,556.0,2569.85,307.09,0.0,2876.94
1081.0,2016-01-09 00:00:00,485.0,13.0,11.0,509.0,2420.15,97.37,89.32,2606.84
1081.0,2016-02-07 00:00:00,517.0,0.0,17.0,534.0,2579.83,0.0,138.04,2717.87
1081.0,2016-03-08 00:00:00,508.0,0.0,16.0,524.0,2534.92,0.0,129.92,2664.84
1081.0,2016-04-07 00:00:00,486.0,6.0,19.0,511.0,2425.14,44.94,154.28,2624.36
1081.0,2016-05-06 00:00:00,483.0,23.0,17.0,523.0,2410.17,172.27,138.04,2720.48
1081.0,2016-06-04 00:00:00,506.0,17.0,44.0,567.0,2524.94,127.33,357.28,3009.55
1081.0,2016-07-03 00:00:00,498.0,11.0,0.0,509.0,2485.02,82.39,0.0,2567.41
1081.0,2016-08-02 00:00:00,504.0,8.0,10.0,522.0,2514.96,59.92,81.2,2656.08
1081.0,2016-09-01 00:00:00,485.0,0.0,17.0,502.0,2420.15,0.0,138.04,2558.19
1081.0,2016-10-01 00:00:00,507.0,0.0,13.0,520.0,2529.93,0.0,105.56,2635.49
1081.0,2016-10-31 00:00:00,495.0,0.0,2.0,497.0,2470.05,0.0,16.24,2486.29
1081.0,2016-11-29 00:00:00,512.0,33.0,0.0,545.0,2554.88,247.17,0.0,2802.05
1081.0,2016-12-29 00:00:00,502.0,0.0,0.0,502.0,2504.98,0.0,0.0,2504.98
1091.0,2014-12-05 00:00:00,267.0,24.0,52.0,343.0,1332.33,179.76,422.24,1934.33
1091.0,2015-01-04 00:00:00,293.0,36.0,14.0,343.0,1462.07,269.64,113.68,1845.39
1091.0,2015-02-03 00:00:00,307.0,54.0,15.0,376.0,1531.93,404.46,121.8,2058.19
1091.0,2015-03-04 00:00:00,292.0,37.0,12.0,341.0,1457.08,277.13,97.44,1831.65
1091.0,2015-04-03 00:00:00,307.0,24.0,29.0,360.0,1531.93,179.76,235.48,1947.17
1091.0,2015-05-03 00:00:00,301.0,30.0,0.0,331.0,1501.99,224.7,0.0,1726.69
1091.0,2015-07-02 00:00:00,293.0,57.0,20.0,370.0,1462.07,426.93,162.4,2051.4
1091.0,2015-08-01 00:00:00,301.0,0.0,35.0,336.0,1501.99,0.0,284.2,1786.19
1091.0,2015-08-30 00:00:00,315.0,0.0,22.0,337.0,1571.85,0.0,178.64,1750.49
1091.0,2015-10-28 00:00:00,410.0,28.0,13.0,451.0,2045.9,209.72,105.56,2361.18
1091.0,2015-11-26 00:00:00,311.0,26.0,27.0,364.0,1551.89,194.74,219.24,1965.87
1091.0,2015-12-26 00:00:00,290.0,43.0,25.0,358.0,1447.1,322.07,203.0,1972.17
1091.0,2016-01-25 00:00:00,308.0,38.0,24.0,370.0,1536.92,284.62,194.88,2016.42
1091.0,2016-02-23 00:00:00,392.0,33.0,0.0,425.0,1956.08,247.17,0.0,2203.25
1091.0,2016-03-24 00:00:00,300.0,33.0,28.0,361.0,1497.0,247.17,227.36,1971.53
1091.0,2016-04-23 00:00:00,312.0,33.0,30.0,375.0,1556.88,247.17,243.6,2047.65
1091.0,2016-05-23 00:00:00,306.0,50.0,34.0,390.0,1526.94,374.5,276.08,2177.52
1091.0,2016-06-22 00:00:00,299.0,24.0,25.0,348.0,1492.01,179.76,203.0,1874.77
1091.0,2016-07-22 00:00:00,289.0,27.0,98.0,414.0,1442.11,202.23,795.76,2440.1
1091.0,2016-08-20 00:00:00,308.0,37.0,0.0,345.0,1536.92,277.13,0.0,1814.05
1091.0,2016-09-19 00:00:00,216.0,28.0,32.0,276.0,1077.84,209.72,259.84,1547.4
1091.0,2016-10-19 00:00:00,276.0,42.0,28.0,346.0,1377.24,314.58,227.36,1919.18
1091.0,2016-11-18 00:00:00,321.0,50.0,21.0,392.0,1601.79,374.5,170.52,2146.81
1091.0,2016-12-17 00:00:00,300.0,933.0,14.0,1247.0,1497.0,6988.17,113.68,8598.85
1101.0,2016-11-25 00:00:00,95.0,27.0,394.0,516.0,474.05,202.23,3199.28,3875.56
1101.0,2016-12-24 00:00:00,98.0,5.0,19.0,122.0,489.02,37.45,154.28,680.75
1111.0,2014-12-12 00:00:00,306.0,41.0,18.0,365.0,1526.94,307.09,146.16,1980.19
1111.0,2015-01-11 00:00:00,319.0,26.0,9.0,354.0,1591.81,194.74,73.08,1859.63
1111.0,2015-02-10 00:00:00,287.0,29.0,35.0,351.0,1432.13,217.21,284.2,1933.54
1111.0,2015-03-11 00:00:00,305.0,33.0,34.0,372.0,1521.95,247.17,276.08,2045.2
1111.0,2015-04-10 00:00:00,306.0,16.0,0.0,322.0,1526.94,119.84,0.0,1646.78
1111.0,2015-05-10 00:00:00,306.0,18.0,5.0,329.0,1526.94,134.82,40.6,1702.36
1111.0,2015-06-09 00:00:00,49.0,220.0,15.0,284.0,244.51,1647.8,121.8,2014.11
1111.0,2015-07-09 00:00:00,292.0,35.0,1.0,328.0,1457.08,262.15,8.12,1727.35
1111.0,2015-08-08 00:00:00,287.0,399.0,2.0,688.0,1432.13,2988.51,16.24,4436.88
1111.0,2015-09-07 00:00:00,311.0,162.0,18.0,491.0,1551.89,1213.38,146.16,2911.43
1121.0,2014-12-12 00:00:00,493.0,17.0,100.0,610.0,2460.07,127.33,812.0,3399.4
1121.0,2015-01-11 00:00:00,461.0,0.0,1774.0,2235.0,2300.39,0.0,14404.88,16705.27
1121.0,2015-02-09 00:00:00,458.0,7.0,4.0,469.0,2285.42,52.43,32.48,2370.33
1121.0,2015-03-11 00:00:00,450.0,17.0,0.0,467.0,2245.5,127.33,0.0,2372.83
1121.0,2015-04-09 00:00:00,503.0,7.0,4.0,514.0,2509.97,52.43,32.48,2594.88
1121.0,2015-05-09 00:00:00,503.0,19.0,104.0,626.0,2509.97,142.31,844.48,3496.76
1121.0,2015-06-08 00:00:00,507.0,3.0,3.0,513.0,2529.93,22.47,24.36,2576.76
1121.0,2015-07-08 00:00:00,465.0,0.0,0.0,465.0,2320.35,0.0,0.0,2320.35
1121.0,2015-08-07 00:00:00,485.0,0.0,9.0,494.0,2420.15,0.0,73.08,2493.23
1121.0,2015-09-05 00:00:00,499.0,17.0,2.0,518.0,2490.01,127.33,16.24,2633.58
1121.0,2015-10-05 00:00:00,513.0,0.0,0.0,513.0,2559.87,0.0,0.0,2559.87
1121.0,2015-11-04 00:00:00,485.0,0.0,27.0,512.0,2420.15,0.0,219.24,2639.39
1121.0,2015-12-04 00:00:00,502.0,27.0,11.0,540.0,2504.98,202.23,89.32,2796.53
1121.0,2016-01-02 00:00:00,510.0,5.0,9.0,524.0,2544.9,37.45,73.08,2655.43
1121.0,2016-02-01 00:00:00,402.0,0.0,8.0,410.0,2005.98,0.0,64.96,2070.94
1121.0,2016-03-01 00:00:00,481.0,0.0,105.0,586.0,2400.19,0.0,852.6,3252.79
1121.0,2016-03-30 00:00:00,451.0,0.0,13.0,464.0,2250.49,0.0,105.56,2356.05
1121.0,2016-04-29 00:00:00,493.0,0.0,27.0,520.0,2460.07,0.0,219.24,2679.31
1121.0,2016-05-29 00:00:00,507.0,4.0,3.0,514.0,2529.93,29.96,24.36,2584.25
1121.0,2016-06-27 00:00:00,524.0,0.0,685.0,1209.0,2614.76,0.0,5562.2,8176.96
1121.0,2016-07-27 00:00:00,471.0,0.0,16.0,487.0,2350.29,0.0,129.92,2480.21
1121.0,2016-08-26 00:00:00,491.0,12.0,0.0,503.0,2450.09,89.88,0.0,2539.97
1121.0,2016-09-25 00:00:00,504.0,7.0,8.0,519.0,2514.96,52.43,64.96,2632.35
1121.0,2016-10-25 00:00:00,405.0,0.0,10.0,415.0,2020.95,0.0,81.2,2102.15
1121.0,2016-11-24 00:00:00,537.0,18.0,0.0,555.0,2679.63,134.82,0.0,2814.45
1121.0,2016-12-23 00:00:00,468.0,45.0,1230.0,1743.0,2335.32,337.05,9987.6,12659.97
1131.0,2015-04-03 00:00:00,502.0,0.0,12.0,514.0,2504.98,0.0,97.44,2602.42
1131.0,2015-05-02 00:00:00,500.0,0.0,25.0,525.0,2495.0,0.0,203.0,2698.0
1131.0,2015-06-01 00:00:00,499.0,0.0,0.0,499.0,2490.01,0.0,0.0,2490.01
1131.0,2015-06-30 00:00:00,504.0,15.0,34.0,553.0,2514.96,112.35,276.08,2903.39
1131.0,2015-07-29 00:00:00,482.0,6.0,15.0,503.0,2405.18,44.94,121.8,2571.92
1131.0,2015-08-28 00:00:00,497.0,6.0,13.0,516.0,2480.03,44.94,105.56,2630.53
1131.0,2015-09-26 00:00:00,502.0,76.0,30.0,608.0,2504.98,569.24,243.6,3317.82
1131.0,2015-10-25 00:00:00,497.0,5.0,0.0,502.0,2480.03,37.45,0.0,2517.48
1131.0,2015-11-23 00:00:00,494.0,8.0,62.0,564.0,2465.06,59.92,503.44,3028.42
1131.0,2015-12-22 00:00:00,439.0,72.0,8.0,519.0,2190.61,539.28,64.96,2794.85
1141.0,2014-12-29 00:00:00,158.0,0.0,44.0,202.0,788.42,0.0,357.28,1145.7
1141.0,2015-01-28 00:00:00,115.0,2.0,0.0,117.0,573.85,14.98,0.0,588.83
1141.0,2015-02-26 00:00:00,0.0,3.0,2936.0,2939.0,0.0,22.47,23840.32,23862.79
1151.0,2016-05-17 00:00:00,255.0,27.0,10.0,292.0,1272.45,202.23,81.2,1555.88
1151.0,2016-06-15 00:00:00,329.0,31.0,16.0,376.0,1641.71,232.19,129.92,2003.82
1151.0,2016-07-15 00:00:00,290.0,38.0,0.0,328.0,1447.1,284.62,0.0,1731.72
1151.0,2016-08-13 00:00:00,202.0,17.0,79.0,298.0,1007.98,127.33,641.48,1776.79
1151.0,2016-09-11 00:00:00,310.0,29.0,0.0,339.0,1546.9,217.21,0.0,1764.11
1151.0,2016-10-10 00:00:00,289.0,39.0,27.0,355.0,1442.11,292.11,219.24,1953.46
1151.0,2016-11-09 00:00:00,338.0,0.0,53.0,391.0,1686.62,0.0,430.36,2116.98
1151.0,2016-12-08 00:00:00,291.0,87.0,25.0,403.0,1452.09,651.63,203.0,2306.72
1161.0,2016-03-22 00:00:00,489.0,4.0,0.0,493.0,2440.11,29.96,0.0,2470.07
1161.0,2016-04-21 00:00:00,489.0,12.0,0.0,501.0,2440.11,89.88,0.0,2529.99
1161.0,2016-05-21 00:00:00,586.0,4.0,8.0,598.0,2924.14,29.96,64.96,3019.06
1161.0,2016-06-19 00:00:00,500.0,0.0,107.0,607.0,2495.0,0.0,868.84,3363.84
1161.0,2016-07-18 00:00:00,507.0,6.0,49.0,562.0,2529.93,44.94,397.88,2972.75
1161.0,2016-08-17 00:00:00,499.0,11.0,10.0,520.0,2490.01,82.39,81.2,2653.6
1161.0,2016-09-15 00:00:00,543.0,10.0,55.0,608.0,2709.57,74.9,446.6,3231.07
1161.0,2016-10-15 00:00:00,503.0,4.0,65.0,572.0,2509.97,29.96,527.8,3067.73
1161.0,2016-11-13 00:00:00,565.0,0.0,0.0,565.0,2819.35,0.0,0.0,2819.35
1161.0,2016-12-12 00:00:00,513.0,5.0,20.0,538.0,2559.87,37.45,162.4,2759.72
1171.0,2014-12-18 00:00:00,142.0,34.0,10.0,186.0,708.58,254.66,81.2,1044.44
1171.0,2015-01-16 00:00:00,146.0,8.0,0.0,154.0,728.54,59.92,0.0,788.46
