account_id,occurred_at,channel
1051.0,2015-07-09 01:58:54,direct
1051.0,2015-08-08 06:55:36,direct
1051.0,2015-09-07 00:16:35,direct
1051.0,2015-10-07 03:28:30,direct
1051.0,2015-11-05 10:27:31,direct
1051.0,2015-12-05 21:40:59,direct
1051.0,2016-01-04 19:03:26,direct
1051.0,2016-02-03 19:50:52,direct
1051.0,2016-03-03 09:48:49,direct
1051.0,2016-04-02 07:48:39,direct
1051.0,2016-05-01 07:06:44,direct
1051.0,2016-05-31 03:53:39,direct
1051.0,2016-06-30 07:12:49,direct
1051.0,2016-07-29 10:50:17,direct
1051.0,2016-08-28 13:49:36,direct
1051.0,2016-09-27 23:15:16,direct
1051.0,2016-10-27 00:22:41,direct
1051.0,2016-11-26 15:47:32,direct
1051.0,2016-12-26 03:28:46,direct
1061.0,2014-12-11 22:01:43,direct
1061.0,2015-01-10 16:32:43,direct
1061.0,2015-02-08 17:58:19,direct
1061.0,2015-03-10 10:55:38,direct
1061.0,2015-04-08 19:19:20,direct
1061.0,2015-05-07 11:41:29,direct
1061.0,2015-06-05 14:02:03,direct
1061.0,2015-07-05 00:08:02,direct
1061.0,2015-08-04 00:18:06,direct
1061.0,2015-09-02 05:01:24,direct
1061.0,2015-10-02 03:19:18,direct
1061.0,2015-10-31 11:07:13,direct
1061.0,2015-11-30 15:56:25,direct
1061.0,2015-12-29 09:40:00,direct
1061.0,2016-01-28 08:39:08,direct
1061.0,2016-02-27 21:23:16,direct
1061.0,2016-03-27 12:44:52,direct
1061.0,2016-04-25 04:34:48,direct
1071.0,2014-12-10 07:01:37,direct
1071.0,2015-01-09 12:03:06,direct
1071.0,2015-02-08 15:25:39,direct
1071.0,2015-03-09 23:48:23,direct
1071.0,2015-04-08 01:41:30,direct
1071.0,2015-05-07 16:40:27,direct
1071.0,2015-06-05 05:54:04,direct
1071.0,2015-07-04 12:05:45,direct
1071.0,2015-08-02 18:24:30,direct
1071.0,2015-08-31 23:08:28,direct
1071.0,2015-09-30 05:12:44,direct
1071.0,2015-10-30 23:34:00,direct
1071.0,2015-11-29 05:40:49,direct
1071.0,2015-12-29 04:55:39,direct
1071.0,2016-01-27 06:23:09,direct
1071.0,2016-02-26 13:32:27,direct
1071.0,2016-03-27 06:11:36,direct
1071.0,2016-04-25 12:19:21,direct
1071.0,2016-05-25 06:56:00,direct
1071.0,2016-06-24 21:31:07,direct
1071.0,2016-07-23 11:38:14,direct
1071.0,2016-08-21 21:14:52,direct
1071.0,2016-09-19 06:07:53,direct
1071.0,2016-10-19 11:41:26,direct
1071.0,2016-11-18 19:57:33,direct
1071.0,2016-12-18 01:02:19,direct
1081.0,2014-12-25 08:12:56,direct
1081.0,2015-01-24 11:55:56,direct
1081.0,2015-02-23 11:05:40,direct
1081.0,2015-03-24 20:48:39,direct
1081.0,2015-04-23 05:24:52,direct
1081.0,2015-05-22 23:33:17,direct
1081.0,2015-06-20 19:53:48,direct
1081.0,2015-07-19 20:11:31,direct
1081.0,2015-08-17 08:58:53,direct
1081.0,2015-09-15 09:14:44,direct
1081.0,2015-10-14 15:02:00,direct
1081.0,2015-11-12 19:31:35,direct
1081.0,2015-12-11 03:26:43,direct
1081.0,2016-01-09 22:18:27,direct
1081.0,2016-02-07 07:51:29,direct
1081.0,2016-03-08 09:59:37,direct
1081.0,2016-04-07 18:43:19,direct
1081.0,2016-05-06 02:15:45,direct
1081.0,2016-06-04 08:20:20,direct
1081.0,2016-07-03 04:40:16,direct
1081.0,2016-08-02 19:41:34,direct
1081.0,2016-09-01 20:37:24,direct
1081.0,2016-10-01 16:29:14,direct
1081.0,2016-10-31 08:47:21,direct
1081.0,2016-11-29 07:57:56,direct
1081.0,2016-12-29 04:09:28,direct
1091.0,2014-12-05 18:45:06,direct
1091.0,2015-01-04 20:51:31,direct
1091.0,2015-02-03 15:31:15,direct
1091.0,2015-03-04 09:51:17,direct
1091.0,2015-04-03 01:46:16,direct
1091.0,2015-05-03 07:58:32,direct
1091.0,2015-06-02 23:50:54,direct
1091.0,2015-07-02 02:20:31,direct
1091.0,2015-08-01 16:31:07,direct
1091.0,2015-08-30 00:53:10,direct
1091.0,2015-09-29 14:53:31,direct
1091.0,2015-10-28 08:18:51,direct
1091.0,2015-11-26 15:42:57,direct
1091.0,2015-12-26 02:51:39,direct
1091.0,2016-01-25 02:56:08,direct
1091.0,2016-02-23 15:14:19,direct
1091.0,2016-03-24 21:01:45,direct
1091.0,2016-04-23 08:17:15,direct
1091.0,2016-05-23 11:47:57,direct
1091.0,2016-06-22 06:00:44,direct
1091.0,2016-07-22 01:50:17,direct
1091.0,2016-08-20 13:49:15,direct
1091.0,2016-09-19 19:28:28,direct
1091.0,2016-10-19 18:03:02,direct
1091.0,2016-11-18 17:48:06,direct
1091.0,2016-12-17 23:18:25,direct
1101.0,2016-11-25 17:57:52,direct
1101.0,2016-12-24 18:17:22,direct
1111.0,2014-12-12 17:22:22,direct
1111.0,2015-01-11 04:10:48,direct
1111.0,2015-02-10 23:53:12,direct
1111.0,2015-03-11 06:36:35,direct
1111.0,2015-04-10 17:23:24,direct
1111.0,2015-05-10 18:46:37,direct
1111.0,2015-06-09 03:20:38,direct
1111.0,2015-07-09 08:24:19,direct
1111.0,2015-08-08 14:31:12,direct
1111.0,2015-09-07 18:16:33,direct
1121.0,2014-12-12 03:01:45,direct
1121.0,2015-01-11 11:21:27,direct
1121.0,2015-02-09 20:10:02,direct
1121.0,2015-03-11 16:19:33,direct
1121.0,2015-04-09 09:57:26,direct
1121.0,2015-05-09 19:59:23,direct
1121.0,2015-06-08 06:42:50,direct
1121.0,2015-07-08 21:34:29,direct
1121.0,2015-08-07 03:44:41,direct
1121.0,2015-09-05 11:43:54,direct
1121.0,2015-10-05 02:06:00,direct
1121.0,2015-11-04 07:31:24,direct
1121.0,2015-12-04 14:25:10,direct
1121.0,2016-01-02 10:47:45,direct
1121.0,2016-02-01 19:00:05,direct
1121.0,2016-03-01 06:14:06,direct
1121.0,2016-03-30 21:33:33,direct
1121.0,2016-04-29 06:01:57,direct
1121.0,2016-05-29 06:49:37,direct
1121.0,2016-06-27 00:56:18,direct
1121.0,2016-07-27 04:33:52,direct
1121.0,2016-08-26 16:06:50,direct
1121.0,2016-09-25 03:57:09,direct
1121.0,2016-10-25 06:47:59,direct
1121.0,2016-11-24 12:28:27,direct
1121.0,2016-12-23 07:03:01,direct
1131.0,2015-04-03 07:41:09,direct
1131.0,2015-05-02 08:21:02,direct
1131.0,2015-06-01 12:48:18,direct
1131.0,2015-06-30 08:48:20,direct
1131.0,2015-07-29 14:21:01,direct
1131.0,2015-08-28 17:26:16,direct
1131.0,2015-09-26 14:02:47,direct
1131.0,2015-10-25 06:30:27,direct
1131.0,2015-11-23 05:56:56,direct
1131.0,2015-12-22 20:50:43,direct
1141.0,2014-12-29 10:08:58,direct
1141.0,2015-01-28 17:20:51,direct
1141.0,2015-02-26 21:28:10,direct
1151.0,2016-05-17 14:05:55,direct
1151.0,2016-06-15 04:43:39,direct
1151.0,2016-07-15 01:20:19,direct
1151.0,2016-08-13 18:32:05,direct
1151.0,2016-09-11 10:39:07,direct
1151.0,2016-10-10 23:20:46,direct
1151.0,2016-11-09 05:00:07,direct
1151.0,2016-12-08 07:31:05,direct
1161.0,2016-03-22 22:20:17,direct
1161.0,2016-04-21 17:19:04,direct
1161.0,2016-05-21 21:08:04,direct
1161.0,2016-06-19 07:09:34,direct
1161.0,2016-07-18 20:00:02,direct
1161.0,2016-08-17 12:54:45,direct
1161.0,2016-09-15 23:37:24,direct
1161.0,2016-10-15 13:35:19,direct
1161.0,2016-11-13 17:01:51,direct
1161.0,2016-12-12 23:10:16,direct
1171.0,2014-12-18 00:02:36,direct
1171.0,2015-01-16 20:20:26,direct
1171.0,2015-02-14 05:04:59,direct
1171.0,2015-03-16 07:05:48,direct
1171.0,2015-04-14 04:55:30,direct
1171.0,2015-05-14 07:21:06,direct
1171.0,2015-06-12 23:44:54,direct
1181.0,2014-12-13 12:57:48,direct
1181.0,2015-01-11 04:39:12,direct
1181.0,2015-02-09 10:38:23,direct
1181.0,2015-03-11 18:53:17,direct
1181.0,2015-04-09 20:40:52,direct
1181.0,2015-05-09 06:50:40,direct
1181.0,2015-06-08 03:06:04,direct
1181.0,2015-07-08 08:34:10,direct
1181.0,2015-08-06 16:30:32,direct
1181.0,2015-09-05 23:40:51,direct
1181.0,2015-10-05 07:11:18,direct
1181.0,2015-11-04 18:25:53,direct
1181.0,2015-12-03 01:42:43,direct
1181.0,2016-01-02 15:13:14,direct
1181.0,2016-01-31 08:22:34,direct
1181.0,2016-02-29 11:33:14,direct
1181.0,2016-03-30 18:27:19,direct
1181.0,2016-04-28 10:54:51,direct
1181.0,2016-05-28 09:28:29,direct
1181.0,2016-06-26 05:28:52,direct
1181.0,2016-07-26 13:30:55,direct
1181.0,2016-08-24 09:43:13,direct
1181.0,2016-09-22 05:25:40,direct
1181.0,2016-10-22 06:54:22,direct
1181.0,2016-11-21 16:55:06,direct
1181.0,2016-12-21 05:17:16,direct
1191.0,2014-12-29 16:10:25,direct
1191.0,2015-01-27 04:42:25,direct
1191.0,2015-02-25 09:54:30,direct
1191.0,2015-03-26 03:46:47,direct
1191.0,2015-04-25 01:03:00,direct
1191.0,2015-05-25 17:13:24,direct
1191.0,2015-06-23 16:43:43,direct
1191.0,2015-07-23 13:19:19,direct
1191.0,2015-08-21 14:45:05,direct
1191.0,2015-09-20 03:20:06,direct
1191.0,2015-10-20 12:13:28,direct
1191.0,2015-11-19 21:30:41,direct
1191.0,2015-12-19 09:15:15,direct
1191.0,2016-01-17 13:46:00,direct
1191.0,2016-02-15 06:30:20,direct
1191.0,2016-03-15 18:38:08,direct
1191.0,2016-04-14 16:58:43,direct
1191.0,2016-05-13 20:51:43,direct
1191.0,2016-06-11 21:49:38,direct
1191.0,2016-07-11 03:32:03,direct
1191.0,2016-08-09 10:59:46,direct
1191.0,2016-09-08 22:47:17,direct
1191.0,2016-10-08 06:37:00,direct
1191.0,2016-11-06 03:51:12,direct
1191.0,2016-12-06 17:45:25,direct
1201.0,2014-12-06 04:28:46,direct
1201.0,2015-01-04 15:12:00,direct
1201.0,2015-02-02 05:22:18,direct
1201.0,2015-03-04 12:20:45,direct
1201.0,2015-04-02 00:59:04,direct
1201.0,2015-05-01 07:00:15,direct
1201.0,2015-05-31 11:38:18,direct
1201.0,2015-06-29 02:49:10,direct
1201.0,2015-07-29 16:32:26,direct
1201.0,2015-08-27 04:09:13,direct
1201.0,2015-09-26 08:32:52,direct
1211.0,2016-11-16 10:00:31,direct
1211.0,2016-12-16 20:12:47,direct
1221.0,2014-12-15 16:47:39,direct
1221.0,2015-01-14 13:04:39,direct
1221.0,2015-02-13 20:51:07,direct
1221.0,2015-03-14 08:23:53,direct
1221.0,2015-04-13 14:32:30,direct
1221.0,2015-05-12 10:57:29,direct
1221.0,2015-06-11 16:36:19,direct
1221.0,2015-07-10 09:05:02,direct
1221.0,2015-08-09 23:38:31,direct
1221.0,2015-09-07 13:19:52,direct
1221.0,2015-10-06 15:03:48,direct
1221.0,2015-11-04 03:33:37,direct
1221.0,2015-12-04 14:58:23,direct
1221.0,2016-01-02 14:30:47,direct
1221.0,2016-02-01 18:53:50,direct
1221.0,2016-03-01 17:00:48,direct
1221.0,2016-03-30 19:54:13,direct
1221.0,2016-04-28 12:04:07,direct
1221.0,2016-05-27 18:14:26,direct
1221.0,2016-06-25 23:56:13,direct
1221.0,2016-07-24 04:38:43,direct
1221.0,2016-08-23 02:06:38,direct
1221.0,2016-09-22 06:00:59,direct
1221.0,2016-10-21 07:31:09,direct
1221.0,2016-11-20 19:01:35,direct
1221.0,2016-12-19 23:15:46,direct
1231.0,2014-12-30 14:22:34,direct
1231.0,2015-01-28 11:57:18,direct
1231.0,2015-02-26 07:28:13,direct
1231.0,2015-03-28 23:47:35,direct
1241.0,2016-12-09 08:53:45,direct
1251.0,2016-11-01 08:14:15,direct
1251.0,2016-12-01 07:14:57,direct
1251.0,2016-12-30 04:01:17,direct
1261.0,2014-12-31 00:08:53,direct
1261.0,2015-01-30 03:54:42,direct
1261.0,2015-02-28 16:11:03,direct
1271.0,2015-01-01 15:46:13,direct
1271.0,2015-01-31 17:20:25,direct
1271.0,2015-03-01 05:06:03,direct
1271.0,2015-03-31 19:43:25,direct
1281.0,2014-12-20 23:35:12,direct
1281.0,2015-01-18 06:58:28,direct
1281.0,2015-02-17 05:01:37,direct
1281.0,2015-03-18 12:36:05,direct
1281.0,2015-04-17 01:48:24,direct
1281.0,2015-05-16 10:03:29,direct
1281.0,2015-06-15 16:43:46,direct
1281.0,2015-07-14 16:36:11,direct
1281.0,2015-08-12 12:48:15,direct
1281.0,2015-09-10 15:28:08,direct
1281.0,2015-10-09 06:49:49,direct
1281.0,2015-11-08 23:21:50,direct
1281.0,2015-12-07 22:33:06,direct
1281.0,2016-01-05 00:51:25,direct
1281.0,2016-02-03 22:53:41,direct
1281.0,2016-03-04 02:18:44,direct
1281.0,2016-04-03 16:40:20,direct
1281.0,2016-05-03 12:31:52,direct
1281.0,2016-06-02 13:22:03,direct
1281.0,2016-07-02 15:05:56,direct
1281.0,2016-07-31 04:26:42,direct
1281.0,2016-08-30 07:52:47,direct
1281.0,2016-09-29 16:34:25,direct
1281.0,2016-10-28 16:45:00,direct
1281.0,2016-11-27 18:31:14,direct
1281.0,2016-12-27 19:05:03,direct
1291.0,2016-04-24 06:34:25,direct
1291.0,2016-05-24 02:20:57,direct
1291.0,2016-06-22 13:48:20,direct
1291.0,2016-07-21 04:35:58,direct
1291.0,2016-08-20 07:16:08,direct
1291.0,2016-09-19 06:18:01,direct
1291.0,2016-10-18 03:05:04,direct
1291.0,2016-11-17 22:44:12,direct
1291.0,2016-12-17 20:34:29,direct
1301.0,2016-12-26 01:34:40,direct
1311.0,2014-12-30 18:44:48,direct
1311.0,2015-01-29 08:42:18,direct
1311.0,2015-02-27 17:55:50,direct
1311.0,2015-03-29 02:42:16,direct
1311.0,2015-04-27 03:53:24,direct
1311.0,2015-05-27 19:10:59,direct
1311.0,2015-06-26 07:31:30,direct
1311.0,2015-07-26 10:30:02,direct
1311.0,2015-08-24 19:46:08,direct
1311.0,2015-09-22 21:26:46,direct
1311.0,2015-10-21 00:55:51,direct
1311.0,2015-11-19 14:49:15,direct
1311.0,2015-12-18 03:51:10,direct
1321.0,2017-01-01 02:44:58,direct
1331.0,2014-12-05 02:45:30,direct
1331.0,2015-01-03 22:19:03,direct
1331.0,2015-02-01 09:12:45,direct
1331.0,2015-03-02 13:51:36,direct
1331.0,2015-04-01 21:03:10,direct
1331.0,2015-05-01 14:13:36,direct
1331.0,2015-05-30 21:53:58,direct
1331.0,2015-06-28 04:05:53,direct
1331.0,2015-07-28 16:12:13,direct
1331.0,2015-08-27 00:46:57,direct
1341.0,2014-12-24 18:09:08,direct
1341.0,2015-01-23 07:04:54,direct
1341.0,2015-02-21 23:15:28,direct
1341.0,2015-03-22 03:43:10,direct
1341.0,2015-04-20 11:02:25,direct
1351.0,2014-12-28 20:39:50,direct
1351.0,2015-01-26 02:43:40,direct
1351.0,2015-02-25 10:37:15,direct
1351.0,2015-03-26 05:45:00,direct
1351.0,2015-04-25 13:51:49,direct
1351.0,2015-05-25 14:08:52,direct
1351.0,2015-06-24 00:13:47,direct
1351.0,2015-07-24 01:51:52,direct
1351.0,2015-08-23 03:52:35,direct
1351.0,2015-09-22 22:47:58,direct
1351.0,2015-10-21 04:25:49,direct
1351.0,2015-11-20 09:29:52,direct
1351.0,2015-12-20 19:36:30,direct
1351.0,2016-01-19 08:56:34,direct
1351.0,2016-02-17 01:08:48,direct
1351.0,2016-03-18 05:41:16,direct
1351.0,2016-04-17 18:19:36,direct
1351.0,2016-05-16 10:22:04,direct
1351.0,2016-06-15 22:19:48,direct
1351.0,2016-07-15 12:53:05,direct
1351.0,2016-08-14 04:57:45,direct
1351.0,2016-09-12 17:16:11,direct
1351.0,2016-10-12 07:54:16,direct
1351.0,2016-11-10 21:43:17,direct
1351.0,2016-12-10 21:34:58,direct
1361.0,2014-12-30 19:09:28,direct
1361.0,2015-01-28 16:21:19,direct
1361.0,2015-02-27 23:41:52,direct
1361.0,2015-03-29 21:59:39,direct
1361.0,2015-04-28 20:03:29,direct
1361.0,2015-05-27 05:38:04,direct
1361.0,2015-06-25 04:22:32,direct
1361.0,2015-07-24 12:18:54,direct
1361.0,2015-08-23 21:00:45,direct
1361.0,2015-09-22 15:46:55,direct
1361.0,2015-10-21 23:44:43,direct
1361.0,2015-11-19 06:30:19,direct
1361.0,2015-12-19 17:36:08,direct
1361.0,2016-01-17 01:46:52,direct
1361.0,2016-02-16 05:37:43,direct
1361.0,2016-03-16 14:25:11,direct
1361.0,2016-04-15 15:22:44,direct
1361.0,2016-05-15 00:11:03,direct
1361.0,2016-06-14 19:06:35,direct
1361.0,2016-07-14 19:15:08,direct
1361.0,2016-08-12 20:23:24,direct
1361.0,2016-09-11 02:53:03,direct
1361.0,2016-10-10 09:51:40,direct
1371.0,2014-12-11 11:51:27,direct
1371.0,2015-01-10 02:35:00,direct
1371.0,2015-02-09 07:33:54,direct
1371.0,2015-03-11 20:22:37,direct
1371.0,2015-04-09 19:25:48,direct
1371.0,2015-05-09 20:56:13,direct
1371.0,2015-06-08 23:41:33,direct
1371.0,2015-07-07 12:48:54,direct
1371.0,2015-08-06 12:54:30,direct
1371.0,2015-09-05 00:11:45,direct
1371.0,2015-10-05 08:48:22,direct
1371.0,2015-11-03 16:34:19,direct
1371.0,2015-12-03 01:15:39,direct
1381.0,2016-10-19 15:48:46,direct
1381.0,2016-11-17 07:25:56,direct
1381.0,2016-12-17 19:10:17,direct
1391.0,2016-12-18 20:24:27,direct
1401.0,2016-11-11 03:25:25,direct
1401.0,2016-12-11 12:50:40,direct
1411.0,2014-12-29 08:25:14,direct
1411.0,2015-01-28 09:27:51,direct
1411.0,2015-02-27 15:32:04,direct
1411.0,2015-03-28 23:35:55,direct
1411.0,2015-04-27 19:57:28,direct
1411.0,2015-05-27 09:34:56,direct
1411.0,2015-06-26 18:25:12,direct
1411.0,2015-07-26 13:15:50,direct
1411.0,2015-08-25 07:36:08,direct
1411.0,2015-09-23 10:05:40,direct
1411.0,2015-10-22 13:59:37,direct
1411.0,2015-11-20 15:58:44,direct
1411.0,2015-12-20 11:43:08,direct
1411.0,2016-01-19 12:20:16,direct
1411.0,2016-02-17 19:40:35,direct
1411.0,2016-03-17 23:33:55,direct
1411.0,2016-04-15 07:45:22,direct
1411.0,2016-05-14 11:33:40,direct
1411.0,2016-06-13 13:18:37,direct
1411.0,2016-07-13 22:52:22,direct
1411.0,2016-08-11 12:05:41,direct
1411.0,2016-09-09 20:37:16,direct
1411.0,2016-10-08 15:11:28,direct
1411.0,2016-11-06 12:49:59,direct
1411.0,2016-12-06 01:44:56,direct
1421.0,2014-12-31 04:01:53,direct
1421.0,2015-01-29 23:22:59,direct
1421.0,2015-02-28 12:54:59,direct
1421.0,2015-03-30 12:32:02,direct
1421.0,2015-04-29 18:29:17,direct
1421.0,2015-05-29 00:21:08,direct
1421.0,2015-06-28 09:35:22,direct
1421.0,2015-07-28 04:15:06,direct
1431.0,2014-12-17 13:40:49,direct
1441.0,2014-12-25 02:00:21,direct
1441.0,2015-01-24 08:42:18,direct
1441.0,2015-02-22 23:47:59,direct
1441.0,2015-03-23 15:53:17,direct
1441.0,2015-04-22 03:10:15,direct
1441.0,2015-05-22 19:05:17,direct
1441.0,2015-06-20 00:32:03,direct
1441.0,2015-07-19 21:29:00,direct
1441.0,2015-08-18 20:03:29,direct
1441.0,2015-09-17 22:11:23,direct
1441.0,2015-10-16 17:22:11,direct
1441.0,2015-11-15 23:07:00,direct
1441.0,2015-12-14 11:56:22,direct
1441.0,2016-01-13 21:43:51,direct
1441.0,2016-02-11 23:22:42,direct
1441.0,2016-03-11 07:14:04,direct
1441.0,2016-04-09 15:19:25,direct
1441.0,2016-05-09 22:44:18,direct
1441.0,2016-06-08 14:24:41,direct
1441.0,2016-07-07 05:18:34,direct
1441.0,2016-08-05 15:59:29,direct
1441.0,2016-09-04 07:56:54,direct
1441.0,2016-10-04 15:00:21,direct
1441.0,2016-11-03 13:37:00,direct
1441.0,2016-12-03 10:45:54,direct
1451.0,2014-12-05 23:52:14,direct
1451.0,2015-01-03 06:46:13,direct
1451.0,2015-02-02 07:40:10,direct
1451.0,2015-03-03 03:39:00,direct
1451.0,2015-04-02 20:59:05,direct
1451.0,2015-05-01 02:24:28,direct
1451.0,2015-05-30 02:46:00,direct
1451.0,2015-06-29 07:57:59,direct
1451.0,2015-07-29 17:43:16,direct
1451.0,2015-08-27 16:15:34,direct
1451.0,2015-09-25 03:03:23,direct
1451.0,2015-10-25 23:22:28,direct
1451.0,2015-11-24 18:48:12,direct
1451.0,2015-12-24 08:03:17,direct
1451.0,2016-01-23 09:54:45,direct
1451.0,2016-02-21 19:02:08,direct
1451.0,2016-03-22 07:27:53,direct
1451.0,2016-04-21 03:57:54,direct
1451.0,2016-05-21 16:17:31,direct
1451.0,2016-06-20 14:03:22,direct
1451.0,2016-07-19 16:57:17,direct
1451.0,2016-08-17 22:12:26,direct
1451.0,2016-09-15 19:45:09,direct
1451.0,2016-10-14 10:01:20,direct
1451.0,2016-11-13 16:57:51,direct
1451.0,2016-12-13 10:21:07,direct
1461.0,2014-12-31 19:34:46,direct
1461.0,2015-01-30 22:50:00,direct
1461.0,2015-03-01 08:34:09,direct
1461.0,2015-03-31 17:17:38,direct
1461.0,2015-04-30 23:39:27,direct
1461.0,2015-05-30 13:25:56,direct
1461.0,2015-06-28 03:56:04,direct
1461.0,2015-07-28 15:53:19,direct
1461.0,2015-08-26 17:04:48,direct
1461.0,2015-09-24 17:18:11,direct
1461.0,2015-10-24 07:30:34,direct
1461.0,2015-11-22 22:32:06,direct
1461.0,2015-12-22 13:04:51,direct
1461.0,2016-01-20 11:38:51,direct
1461.0,2016-02-19 15:14:56,direct
1461.0,2016-03-19 11:23:02,direct
1461.0,2016-04-17 14:43:02,direct
1461.0,2016-05-17 02:22:24,direct
1461.0,2016-06-16 14:22:39,direct
1461.0,2016-07-16 03:48:55,direct
1461.0,2016-08-15 14:35:42,direct
1461.0,2016-09-13 06:26:17,direct
1461.0,2016-10-12 17:44:07,direct
1461.0,2016-11-11 07:04:37,direct
1471.0,2014-12-09 06:23:08,direct
1471.0,2015-01-08 16:46:03,direct
1471.0,2015-02-07 13:30:39,direct
1471.0,2015-03-09 13:51:31,direct
1471.0,2015-04-07 07:08:15,direct
1471.0,2015-05-07 12:59:11,direct
1471.0,2015-06-05 08:59:06,direct
1471.0,2015-07-05 20:45:20,direct
1471.0,2015-08-03 14:44:38,direct
1471.0,2015-09-02 00:33:58,direct
1471.0,2015-10-01 19:22:15,direct
1471.0,2015-10-31 22:35:10,direct
1471.0,2015-11-29 09:24:03,direct
1471.0,2015-12-28 10:51:28,direct
1471.0,2016-01-26 23:12:11,direct
1471.0,2016-02-25 02:55:50,direct
1471.0,2016-03-26 12:41:51,direct
1471.0,2016-04-24 05:12:34,direct
1471.0,2016-05-23 15:01:13,direct
1471.0,2016-06-21 21:42:05,direct
1471.0,2016-07-21 21:52:57,direct
1471.0,2016-08-19 06:56:32,direct
1471.0,2016-09-18 20:44:38,direct
1471.0,2016-10-18 17:00:07,direct
1471.0,2016-11-16 09:53:38,direct
1471.0,2016-12-16 18:03:36,direct
1481.0,2014-12-08 14:13:48,direct
1481.0,2015-01-07 02:23:45,direct
1481.0,2015-02-05 10:03:05,direct
1481.0,2015-03-07 08:49:28,direct
1481.0,2015-04-06 14:54:33,direct
1481.0,2015-05-05 16:41:52,direct
1481.0,2015-06-04 04:47:25,direct
1491.0,2014-12-04 14:31:50,direct
1491.0,2015-01-02 19:31:32,direct
